,merchant_name,merchant_area,category,display,product,price,discount_price,isDiscount,description,restaurant_status,rating,Location
104,AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,"Waffle, Sandwich",Original Waffle,26400,,0,Plain Waffle,Halal,4.6,"Jl. Waterpark Boulevard, Made, Kec. Sambikerep, Kota SBY, Jawa Timur 60219, Indonesia"
105,AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,"Waffle, Sandwich",Tigers Feast,46200,,0,"sandwich, bolognese sauce, smoked beef, cheese",Halal,4.6,"Jl. Waterpark Boulevard, Made, Kec. Sambikerep, Kota SBY, Jawa Timur 60219, Indonesia"
106,AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,"Waffle, Sandwich",Magic Mushroom,43600,,0,"Sandwich, pesto, mushrooms, cheese",Halal,4.6,"Jl. Waterpark Boulevard, Made, Kec. Sambikerep, Kota SBY, Jawa Timur 60219, Indonesia"
107,AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,"Waffle, Sandwich",Choco Mallow,37000,,0,"Homemade Waffle, Whipped Cream, Nutella, Chocolate Sprinkles",Halal,4.6,"Jl. Waterpark Boulevard, Made, Kec. Sambikerep, Kota SBY, Jawa Timur 60219, Indonesia"
108,AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,"Waffle, Sandwich",Strawberry Cloud,37000,,0,"Homemade Waffle, Whipped Cream, Strawberry Jam, Marshmallow Bites",Halal,4.6,"Jl. Waterpark Boulevard, Made, Kec. Sambikerep, Kota SBY, Jawa Timur 60219, Indonesia"
109,AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,"Waffle, Sandwich",Matcha Crunchy,39600,,0,,Halal,4.6,"Jl. Waterpark Boulevard, Made, Kec. Sambikerep, Kota SBY, Jawa Timur 60219, Indonesia"
110,AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,Chocolate,Chocolate Bar Korte,37000,,0,,Halal,4.6,"Jl. Waterpark Boulevard, Made, Kec. Sambikerep, Kota SBY, Jawa Timur 60219, Indonesia"
111,AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,Chocolate,Chocolate Beverage,39600,,0,"Semi Sweet Dark Chocolate, Steamed Fresh Milk",Halal,4.6,"Jl. Waterpark Boulevard, Made, Kec. Sambikerep, Kota SBY, Jawa Timur 60219, Indonesia"
112,AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,Pasta,Spicy Abon Cakalang,60800,,0,"Spaghetti, Abon Cakalang, Paprika, Olive Oil",Halal,4.6,"Jl. Waterpark Boulevard, Made, Kec. Sambikerep, Kota SBY, Jawa Timur 60219, Indonesia"
113,AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,Pasta,Tom Yum Pasta,55500,,0,"Spaghetti, Galangal, Chilli, Lemon Zest, Dried Shrimp, Kafir Lime Leaf, Fish Tofu, Kani Stick",Halal,4.6,"Jl. Waterpark Boulevard, Made, Kec. Sambikerep, Kota SBY, Jawa Timur 60219, Indonesia"
114,AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,Pasta,Meatballs Pasta,59400,,0,"Spaghetti, Meatball, Mozzarella, Tomato Puree, Garlic Bread Crumbs",Halal,4.6,"Jl. Waterpark Boulevard, Made, Kec. Sambikerep, Kota SBY, Jawa Timur 60219, Indonesia"
115,AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,Pasta,Baked Macaroni,50200,,0,Baked Macaroni With Salmon,Halal,4.6,"Jl. Waterpark Boulevard, Made, Kec. Sambikerep, Kota SBY, Jawa Timur 60219, Indonesia"
116,AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,Pasta,Salmon Pesto,59400,,0,"Pasta, Pesto Sauce, Salmon Chunks",Halal,4.6,"Jl. Waterpark Boulevard, Made, Kec. Sambikerep, Kota SBY, Jawa Timur 60219, Indonesia"
117,AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,"Sweets, Baked Goods",Pumpkin Spice Tiramisu,37000,,0,Tiramisu With Additional Kick Of Pumpkin Spice,Halal,4.6,"Jl. Waterpark Boulevard, Made, Kec. Sambikerep, Kota SBY, Jawa Timur 60219, Indonesia"
118,AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,"Sweets, Baked Goods",Vanilla Cookies,16500,,0,Moriarty Cookies Ooey Gooey Vanilla Cookies,Halal,4.6,"Jl. Waterpark Boulevard, Made, Kec. Sambikerep, Kota SBY, Jawa Timur 60219, Indonesia"
119,AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,"Sweets, Baked Goods",Dark Chocolate Brownies Square,19250,,0,Moriarty Cookies Large Size Fudgy Dark Chocolate Brownies Square,Halal,4.6,"Jl. Waterpark Boulevard, Made, Kec. Sambikerep, Kota SBY, Jawa Timur 60219, Indonesia"
120,AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,"Sweets, Baked Goods",Banana Bread,20000,,0,Moriarty Cookies Sliced Banana Bread,Halal,4.6,"Jl. Waterpark Boulevard, Made, Kec. Sambikerep, Kota SBY, Jawa Timur 60219, Indonesia"
121,AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,"Sweets, Baked Goods",Double Chocolate Cookies,16500,,0,Moriarty Cookies Ooey Gooey Dark Chocolate Cookies,Halal,4.6,"Jl. Waterpark Boulevard, Made, Kec. Sambikerep, Kota SBY, Jawa Timur 60219, Indonesia"
122,AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,"Sweets, Baked Goods",Kiji Elevated Choco Ishiya,19800,,0,Chocolate Bun,Halal,4.6,"Jl. Waterpark Boulevard, Made, Kec. Sambikerep, Kota SBY, Jawa Timur 60219, Indonesia"
123,AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,"Sweets, Baked Goods",Kiji Elevated Cinnamon Bun,22500,,0,Cinnamon Bun,Halal,4.6,"Jl. Waterpark Boulevard, Made, Kec. Sambikerep, Kota SBY, Jawa Timur 60219, Indonesia"
124,AHA by Kudos,surabaya,Minuman/Kopi/Pizza & pasta,"Sweets, Baked Goods",Kiji Elevated Garlic Cheese,30000,,0,Inspired By Korean Garlic Cheese Bread,Halal,4.6,"Jl. Waterpark Boulevard, Made, Kec. Sambikerep, Kota SBY, Jawa Timur 60219, Indonesia"
125,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Food,Chicken Fillet,24500,,0,"Pilihan Rasa: Original, Chili, Barbeque // Level: 1,2,3,4,5",Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
126,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Food,Kentang,19500,,0,"Pilihan Rasa: Original, Chili, Barbeque // Level: 1,2,3,4,5",Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
127,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Food,Siomay,22500,,0,"Pilihan Rasa: Original, Chili, Barbeque // Level: 1,2,3,4,5",Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
128,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Food,Nugget,22500,,0,"Pilihan Rasa: Original, Chili, Barbeque // Level: 1,2,3,4,5",Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
129,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Food,Chicken Skin,21500,,0,"Pilihan Rasa: Original, Chili, Barbeque // Level: 1,2,3,4,5",Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
130,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Food,Fish Skin,22500,,0,"Pilihan Rasa: Original, Chili, Barbeque // Level: 1,2,3,4,5",Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
131,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Food,Bakso,22500,,0,"Pilihan Rasa: Original, Chili, Barbeque // Level: 1,2,3,4,5",Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
132,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Food,Sosis Ayam,20000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
133,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Food,Ayam Pop,25500,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
134,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Food,Tahu walik,22500,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
135,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Food,Pasta CheeSe,1500,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
136,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Food,Tempura,21500,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
137,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Food,Krip Krip,13500,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
138,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Food,Tahu Crispy,16500,,0,"Pilihan Rasa: Original, Chili, Barbeque // Level: 1,2,3,4,5",Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
139,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Food,Jamur,19500,,0,"Pilihan Rasa: Original, Chili, Barbeque // Level: 1,2,3,4,5",Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
140,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Matcha Green Tea,15000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
141,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Strawberry  Milkshake,15000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
142,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Vanilla Milkshake,15000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
143,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Choco Milkshake,15000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
144,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Coffe Latte,15000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
145,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Mochacino Coffe Latte,15000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
146,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Cappuccino Coffe Latte,15000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
147,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Caramel Machiato,15000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
148,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Taro,15000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
149,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Choco Tiramisu,15000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
150,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Lychee Tea,15000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
151,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Mango Tea,15000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
152,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Strawberry Tea,15000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
153,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Red Velvet,15000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
154,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Bubble Gum,15000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
155,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Rainbow Jelly Toping,6000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
156,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Mango Boba Toping,6000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
157,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Original Milk Tea,15000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
158,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Thai Tea,15000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
159,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Lychee Milkshake,15000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
160,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Blackcurrant Milkshake,15000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
161,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Choco Caramel,15000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
162,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Mango Milkshake,15000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
163,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Choco Oreo,15000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
164,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Black Pearl Toping Boba,6000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
165,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Strawberry Boba Toping,6000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
166,Aiciro, BG Junction,Jajanan/Ayam & bebek/Minuman,Drink,Cream Cheese Toping,6000,,0,,Halal,3.5,"BG Junction Lantai LL, Jl. Bubutan No. 1- 7, Blok C50, Bubutan, Surabaya"
167,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Original,32500,,0,Original Pancake/Waffle,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
168,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Strawberry Cheese,32500,,0,Strawberry Cheese Pancake/Waffle,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
169,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Bluberry Cheese,32500,,0,Bluberry Cheese Pancake/Waffle,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
170,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Strawberry,35000,,0,Strawberry Pancake/waffle,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
171,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Oreo Cream,36000,,0,Oreo Cream Pancake/waffle,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
172,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Chocomaltine,37500,,0,Chocomaltine Pancake/waffle,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
173,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Banana Nutella,39000,,0,Banana Nutella Pancake/waffle,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
174,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Caramel Banana Cream,35000,,0,Caramel Banana Raisin Pancake/waffle,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
175,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Mango Peach,39000,,0,Mango Peach Banana Nutella Pancake/waffle,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
176,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Superchoco,41500,,0,Superchoco Pancake/waffle,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
177,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Bluberry Roll,41500,,0,Bluberry Roll Pancake/waffle,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
178,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Strawberry Roll,41500,,0,Strawberry Roll Pancake/waffle,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
179,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Lotus Crumble,41500,,0,Lotus Crumble Pancake/waffle,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
180,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Pancake Tower,113000,,0,8 Pancake Dengan Saus Komplit,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
181,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,French Fries,29500,,0,Kentang Goreng,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
182,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Potato Wedges,35000,,0,Kentang Goreng Wedges,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
183,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany P&W,Ice Cream 2 Scoop,26000,,0,Ice Cream Chocolate Dan Vanilla,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
184,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Spaghetti Bolognesse,39000,,0,Pasta Spaghetti/Fettucini Dengan Saus Bolognesse,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
185,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Spaghetti Aglio-Olio,39000,,0,Pasta Spaghetti/Fettucini Dengan Saus Aglio-Olio Pedas,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
186,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Spaghetti Carbonara,39000,,0,Pasta Spaghetti/Fettucini Dengan Saus Carbonara,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
187,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Spaghetti Chicken Pesto,39000,,0,Pasta Spaghetti/Fettucini  Dimasak Dengan Bumbu Paesto Dan  Ayam,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
188,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Spaghetti Beef Blackpepper,42500,,0,Pasta Spaghetti/Fettucini Dengan Topping Daging Sapi Dan Saus Lada Hitam,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
189,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Piccadilly Penne And Cheese,39000,,0,"Pasta Penne Dengan Saus Creame,Jamur Dan Daging Asap",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
190,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Heddon Chicken Penne,42500,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
191,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Crazy Rice,36000,,0,Nasi Gila Dicampur Telur Dan Bakso,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
192,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Crazy Fried Rice,36000,,0,Nasi Goreng Dicsmpur Telur Dan Bakso,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
193,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Shinjuku Chicken Rice,42500,,0,Nasi Daging Ayam Bumbu Teriyaki Dan Telor,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
194,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Ricechicken Black Pepper,42500,,0,Nasi Daging Ayam Dan Bumbu Black Pepper,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
195,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Rice Chicken Salt&Chilli,42500,,0,Nasi Daging Ayam Dan Bumbu Cabe Garam,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
196,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Shibuya Beef Rice,45500,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
197,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Rice Beef Carbonara,45500,,0,Nasi Daging Sapi Bumbu Carbonara Dan Telor,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
198,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Shinjuku Beef Rice,45500,,0,,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
199,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Rice Beef Black Pepper,45500,,0,Nasi Daging Sapi Bumbu Lada Hitam Dan Telor,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
200,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Buffalo Chicken Wings,32500,,0,Sayap Ayam Goreng Dengan Bumbu Pedas,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
201,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Many Pany Kitchen,Paranoid Chicken Wings,35000,,0,Sayap Ayam Goreng Tepung Dengan Bumbu Pedas,Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
202,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Es Kopi Kompleks,31000,,0,"Espresso,Racikan Susu, Gula Aren",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
203,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Es Kopi Taren,24500,,0,"Espresso, Gula Aren",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
204,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Es Kosu Taren,27000,,0,"Espreso, Susu, Gula Aren",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
205,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Es Kosu Hazelnut,31000,,0,"Espresso, Racikan Susu, Sirup Hazelnut",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
206,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Hot Long Black,24500,,0,"Espresso, Air Panas",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
207,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Hot Cappucino,32500,,0,"Espresso, Susu, Foam",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
208,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Hot Latte,32500,,0,"Espresso, Susu, Foam",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
209,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Ice Long Black,24500,,0,"Espresso, Air Dingin,Es Batu",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
210,Order Sekaligus - Aiola Canteen Merr,surabaya,Aneka nasi/Sate,Kopi Kompleks,Ice Cappucino,37500,,0,"Espresso,Susu,Es Batu",Halal,4.5,"Jl. Dr. Ir. H. Soekarno No. 322, Rungkut, Surabaya"
